assembly	chromosome
arabidopsis_lyrata	scaffold138
arabidopsis_lyrata	scaffold139
arabidopsis_lyrata	scaffold142
arabidopsis_lyrata	scaffold143
arabidopsis_lyrata	scaffold144
arabidopsis_lyrata	scaffold146
arabidopsis_lyrata	scaffold149
arabidopsis_lyrata	scaffold152
arabidopsis_lyrata	scaffold158
arabidopsis_lyrata	scaffold159
arabidopsis_lyrata	scaffold161
arabidopsis_lyrata	scaffold163
arabidopsis_lyrata	scaffold164
arabidopsis_lyrata	scaffold165
arabidopsis_lyrata	scaffold166
arabidopsis_lyrata	scaffold167
arabidopsis_lyrata	scaffold172
arabidopsis_lyrata	scaffold173
arabidopsis_lyrata	scaffold176
arabidopsis_lyrata	scaffold177
arabidopsis_lyrata	scaffold178
arabidopsis_lyrata	scaffold180
arabidopsis_lyrata	scaffold181
arabidopsis_lyrata	scaffold184
arabidopsis_lyrata	scaffold185
arabidopsis_lyrata	scaffold188
arabidopsis_lyrata	scaffold189
arabidopsis_lyrata	scaffold190
arabidopsis_lyrata	scaffold191
arabidopsis_lyrata	scaffold199
arabidopsis_lyrata	scaffold2
arabidopsis_lyrata	scaffold20
arabidopsis_lyrata	scaffold201
arabidopsis_lyrata	scaffold203
arabidopsis_lyrata	scaffold205
arabidopsis_lyrata	scaffold206
arabidopsis_lyrata	scaffold210
arabidopsis_lyrata	scaffold211
arabidopsis_lyrata	scaffold212
arabidopsis_lyrata	scaffold213
arabidopsis_lyrata	scaffold215
arabidopsis_lyrata	scaffold219
arabidopsis_lyrata	scaffold22
arabidopsis_lyrata	scaffold222
arabidopsis_lyrata	scaffold225
arabidopsis_lyrata	scaffold228
arabidopsis_lyrata	scaffold230
arabidopsis_lyrata	scaffold231
arabidopsis_lyrata	scaffold233
arabidopsis_lyrata	scaffold234
arabidopsis_lyrata	scaffold236
arabidopsis_lyrata	scaffold239
arabidopsis_lyrata	scaffold240
arabidopsis_lyrata	scaffold242
arabidopsis_lyrata	scaffold243
arabidopsis_lyrata	scaffold247
arabidopsis_lyrata	scaffold248
arabidopsis_lyrata	scaffold249
arabidopsis_lyrata	scaffold25
arabidopsis_lyrata	scaffold251
arabidopsis_lyrata	scaffold253
arabidopsis_lyrata	scaffold255
arabidopsis_lyrata	scaffold258
arabidopsis_lyrata	scaffold26
arabidopsis_lyrata	scaffold262
arabidopsis_lyrata	scaffold264
arabidopsis_lyrata	scaffold265
arabidopsis_lyrata	scaffold267
arabidopsis_lyrata	scaffold268
arabidopsis_lyrata	scaffold269
arabidopsis_lyrata	scaffold27
arabidopsis_lyrata	scaffold270
arabidopsis_lyrata	scaffold271
arabidopsis_lyrata	scaffold275
arabidopsis_lyrata	scaffold277
arabidopsis_lyrata	scaffold278
arabidopsis_lyrata	scaffold279
arabidopsis_lyrata	scaffold281
arabidopsis_lyrata	scaffold283
arabidopsis_lyrata	scaffold284
arabidopsis_lyrata	scaffold285
arabidopsis_lyrata	scaffold286
arabidopsis_lyrata	scaffold288
arabidopsis_lyrata	scaffold29
arabidopsis_lyrata	scaffold290
arabidopsis_lyrata	scaffold293
arabidopsis_lyrata	scaffold294
arabidopsis_lyrata	scaffold295
arabidopsis_lyrata	scaffold299
arabidopsis_lyrata	scaffold3
arabidopsis_lyrata	scaffold300
arabidopsis_lyrata	scaffold301
arabidopsis_lyrata	scaffold302
arabidopsis_lyrata	scaffold303
arabidopsis_lyrata	scaffold304
arabidopsis_lyrata	scaffold305
arabidopsis_lyrata	scaffold307
arabidopsis_lyrata	scaffold310
arabidopsis_lyrata	scaffold311
arabidopsis_lyrata	scaffold320
arabidopsis_lyrata	scaffold322
arabidopsis_lyrata	scaffold325
arabidopsis_lyrata	scaffold334
arabidopsis_lyrata	scaffold337
arabidopsis_lyrata	scaffold34
arabidopsis_lyrata	scaffold340
arabidopsis_lyrata	scaffold343
arabidopsis_lyrata	scaffold345
arabidopsis_lyrata	scaffold346
arabidopsis_lyrata	scaffold348
arabidopsis_lyrata	scaffold349
arabidopsis_lyrata	scaffold350
arabidopsis_lyrata	scaffold352
arabidopsis_lyrata	scaffold355
arabidopsis_lyrata	scaffold357
arabidopsis_lyrata	scaffold358
arabidopsis_lyrata	scaffold36
arabidopsis_lyrata	scaffold364
arabidopsis_lyrata	scaffold365
arabidopsis_lyrata	scaffold37
arabidopsis_lyrata	scaffold371
arabidopsis_lyrata	scaffold372
arabidopsis_lyrata	scaffold375
arabidopsis_lyrata	scaffold376
arabidopsis_lyrata	scaffold378
arabidopsis_lyrata	scaffold379
arabidopsis_lyrata	scaffold380
arabidopsis_lyrata	scaffold383
arabidopsis_lyrata	scaffold384
arabidopsis_lyrata	scaffold386
arabidopsis_lyrata	scaffold387
arabidopsis_lyrata	scaffold39
arabidopsis_lyrata	scaffold390
arabidopsis_lyrata	scaffold396
arabidopsis_lyrata	scaffold398
arabidopsis_lyrata	scaffold4
arabidopsis_lyrata	scaffold400
arabidopsis_lyrata	scaffold401
arabidopsis_lyrata	scaffold402
arabidopsis_lyrata	scaffold408
arabidopsis_lyrata	scaffold409
arabidopsis_lyrata	scaffold41
arabidopsis_lyrata	scaffold417
arabidopsis_lyrata	scaffold419
arabidopsis_lyrata	scaffold426
arabidopsis_lyrata	scaffold428
arabidopsis_lyrata	scaffold43
arabidopsis_lyrata	scaffold431
arabidopsis_lyrata	scaffold435
arabidopsis_lyrata	scaffold436
arabidopsis_lyrata	scaffold439
arabidopsis_lyrata	scaffold443
arabidopsis_lyrata	scaffold446
arabidopsis_lyrata	scaffold449
arabidopsis_lyrata	scaffold450
arabidopsis_lyrata	scaffold451
arabidopsis_lyrata	scaffold453
arabidopsis_lyrata	scaffold455
arabidopsis_lyrata	scaffold457
arabidopsis_lyrata	scaffold462
arabidopsis_lyrata	scaffold463
arabidopsis_lyrata	scaffold467
arabidopsis_lyrata	scaffold468
arabidopsis_lyrata	scaffold469
arabidopsis_lyrata	scaffold47
arabidopsis_lyrata	scaffold471
arabidopsis_lyrata	scaffold472
arabidopsis_lyrata	scaffold474
arabidopsis_lyrata	scaffold48
arabidopsis_lyrata	scaffold480
arabidopsis_lyrata	scaffold481
arabidopsis_lyrata	scaffold482
arabidopsis_lyrata	scaffold484
arabidopsis_lyrata	scaffold486
arabidopsis_lyrata	scaffold487
arabidopsis_lyrata	scaffold491
arabidopsis_lyrata	scaffold492
arabidopsis_lyrata	scaffold493
arabidopsis_lyrata	scaffold496
arabidopsis_lyrata	scaffold5
arabidopsis_lyrata	scaffold500
arabidopsis_lyrata	scaffold504
arabidopsis_lyrata	scaffold507
arabidopsis_lyrata	scaffold509
arabidopsis_lyrata	scaffold516
arabidopsis_lyrata	scaffold52
arabidopsis_lyrata	scaffold520
arabidopsis_lyrata	scaffold53
arabidopsis_lyrata	scaffold532
arabidopsis_lyrata	scaffold535
arabidopsis_lyrata	scaffold54
arabidopsis_lyrata	scaffold552
arabidopsis_lyrata	scaffold557
arabidopsis_lyrata	scaffold558
arabidopsis_lyrata	scaffold569
arabidopsis_lyrata	scaffold57
arabidopsis_lyrata	scaffold575
arabidopsis_lyrata	scaffold58
arabidopsis_lyrata	scaffold580
arabidopsis_lyrata	scaffold582
arabidopsis_lyrata	scaffold585
arabidopsis_lyrata	scaffold59
arabidopsis_lyrata	scaffold594
arabidopsis_lyrata	scaffold595
arabidopsis_lyrata	scaffold6
arabidopsis_lyrata	scaffold60
arabidopsis_lyrata	scaffold604
arabidopsis_lyrata	scaffold61
arabidopsis_lyrata	scaffold612
arabidopsis_lyrata	scaffold614
arabidopsis_lyrata	scaffold624
arabidopsis_lyrata	scaffold625
arabidopsis_lyrata	scaffold627
arabidopsis_lyrata	scaffold628
arabidopsis_lyrata	scaffold63
arabidopsis_lyrata	scaffold631
arabidopsis_lyrata	scaffold636
arabidopsis_lyrata	scaffold637
arabidopsis_lyrata	scaffold638
arabidopsis_lyrata	scaffold639
arabidopsis_lyrata	scaffold64
arabidopsis_lyrata	scaffold649
arabidopsis_lyrata	scaffold65
arabidopsis_lyrata	scaffold653
arabidopsis_lyrata	scaffold655
arabidopsis_lyrata	scaffold658
arabidopsis_lyrata	scaffold66
arabidopsis_lyrata	scaffold662
arabidopsis_lyrata	scaffold664
arabidopsis_lyrata	scaffold665
arabidopsis_lyrata	scaffold666
arabidopsis_lyrata	scaffold668
arabidopsis_lyrata	scaffold674
arabidopsis_lyrata	scaffold675
arabidopsis_lyrata	scaffold677
arabidopsis_lyrata	scaffold678
arabidopsis_lyrata	scaffold68
arabidopsis_lyrata	scaffold680
arabidopsis_lyrata	scaffold682
arabidopsis_lyrata	scaffold685
arabidopsis_lyrata	scaffold686
arabidopsis_lyrata	scaffold693
arabidopsis_lyrata	scaffold697
arabidopsis_lyrata	scaffold699
arabidopsis_lyrata	scaffold7
arabidopsis_lyrata	scaffold70
arabidopsis_lyrata	scaffold700
arabidopsis_lyrata	scaffold701
arabidopsis_lyrata	scaffold706
arabidopsis_lyrata	scaffold707
arabidopsis_lyrata	scaffold71
arabidopsis_lyrata	scaffold710
arabidopsis_lyrata	scaffold713
arabidopsis_lyrata	scaffold716
arabidopsis_lyrata	scaffold717
arabidopsis_lyrata	scaffold721
arabidopsis_lyrata	scaffold726
arabidopsis_lyrata	scaffold727
arabidopsis_lyrata	scaffold728
arabidopsis_lyrata	scaffold73
arabidopsis_lyrata	scaffold734
arabidopsis_lyrata	scaffold735
arabidopsis_lyrata	scaffold74
arabidopsis_lyrata	scaffold746
arabidopsis_lyrata	scaffold756
arabidopsis_lyrata	scaffold759
arabidopsis_lyrata	scaffold76
arabidopsis_lyrata	scaffold762
arabidopsis_lyrata	scaffold766
arabidopsis_lyrata	scaffold769
arabidopsis_lyrata	scaffold77
arabidopsis_lyrata	scaffold770
arabidopsis_lyrata	scaffold772
arabidopsis_lyrata	scaffold776
arabidopsis_lyrata	scaffold777
arabidopsis_lyrata	scaffold781
arabidopsis_lyrata	scaffold782
arabidopsis_lyrata	scaffold786
arabidopsis_lyrata	scaffold788
arabidopsis_lyrata	scaffold792
arabidopsis_lyrata	scaffold795
arabidopsis_lyrata	scaffold797
arabidopsis_lyrata	scaffold8
arabidopsis_lyrata	scaffold80
arabidopsis_lyrata	scaffold807
arabidopsis_lyrata	scaffold810
arabidopsis_lyrata	scaffold811
arabidopsis_lyrata	scaffold813
arabidopsis_lyrata	scaffold817
arabidopsis_lyrata	scaffold823
arabidopsis_lyrata	scaffold825
arabidopsis_lyrata	scaffold831
arabidopsis_lyrata	scaffold832
arabidopsis_lyrata	scaffold834
arabidopsis_lyrata	scaffold835
arabidopsis_lyrata	scaffold84
arabidopsis_lyrata	scaffold840
arabidopsis_lyrata	scaffold845
arabidopsis_lyrata	scaffold85
arabidopsis_lyrata	scaffold851
arabidopsis_lyrata	scaffold855
arabidopsis_lyrata	scaffold86
arabidopsis_lyrata	scaffold862
arabidopsis_lyrata	scaffold864
arabidopsis_lyrata	scaffold865
arabidopsis_lyrata	scaffold872
arabidopsis_lyrata	scaffold877
arabidopsis_lyrata	scaffold879
arabidopsis_lyrata	scaffold88
arabidopsis_lyrata	scaffold880
arabidopsis_lyrata	scaffold881
arabidopsis_lyrata	scaffold883
arabidopsis_lyrata	scaffold89
arabidopsis_lyrata	scaffold890
arabidopsis_lyrata	scaffold891
arabidopsis_lyrata	scaffold896
arabidopsis_lyrata	scaffold9
arabidopsis_lyrata	scaffold90
arabidopsis_lyrata	scaffold904
arabidopsis_lyrata	scaffold908
arabidopsis_lyrata	scaffold91
arabidopsis_lyrata	scaffold918
arabidopsis_lyrata	scaffold919
arabidopsis_lyrata	scaffold92
arabidopsis_lyrata	scaffold937
arabidopsis_lyrata	scaffold938
arabidopsis_lyrata	scaffold939
arabidopsis_lyrata	scaffold941
arabidopsis_lyrata	scaffold946
arabidopsis_lyrata	scaffold947
arabidopsis_lyrata	scaffold954
arabidopsis_lyrata	scaffold96
arabidopsis_lyrata	scaffold960
arabidopsis_lyrata	scaffold962
arabidopsis_lyrata	scaffold964
arabidopsis_lyrata	scaffold97
arabidopsis_lyrata	scaffold970
arabidopsis_lyrata	scaffold975
arabidopsis_lyrata	scaffold98
arabidopsis_lyrata	scaffold989
arabidopsis_lyrata	scaffold990
arabidopsis_lyrata	scaffold994
arabidopsis_lyrata	scaffold998
arabidopsis_suecica	CM032900.1
arabidopsis_suecica	CM032901.1
arabidopsis_suecica	CM032902.1
arabidopsis_suecica	CM032903.1
arabidopsis_suecica	CM032904.1
arabidopsis_suecica	CM032905.1
arabidopsis_suecica	CM032906.1
arabidopsis_suecica	CM032907.1
arabidopsis_suecica	CM032908.1
arabidopsis_suecica	CM032909.1
arabidopsis_suecica	CM032910.1
arabidopsis_suecica	CM032911.1
arabidopsis_suecica	CM032912.1
arabidopsis_suecica	JAEFBJ010000014.1
arabidopsis_suecica	JAEFBJ010000015.1
arabidopsis_suecica	JAEFBJ010000016.1
arabidopsis_suecica	JAEFBJ010000017.1
arabidopsis_suecica	JAEFBJ010000018.1
arabidopsis_suecica	JAEFBJ010000019.1
arabidopsis_suecica	JAEFBJ010000020.1
arabidopsis_suecica	JAEFBJ010000021.1
arabidopsis_suecica	JAEFBJ010000022.1
arabidopsis_suecica	JAEFBJ010000023.1
arabidopsis_suecica	JAEFBJ010000024.1
arabidopsis_suecica	JAEFBJ010000025.1
arabidopsis_suecica	JAEFBJ010000026.1
arabidopsis_suecica	JAEFBJ010000027.1
arabidopsis_suecica	JAEFBJ010000028.1
arabidopsis_suecica	JAEFBJ010000029.1
arabidopsis_suecica	JAEFBJ010000030.1
arabidopsis_suecica	JAEFBJ010000031.1
arabidopsis_suecica	JAEFBJ010000032.1
arabidopsis_suecica	JAEFBJ010000034.1
arabidopsis_suecica	JAEFBJ010000035.1
arabidopsis_suecica	JAEFBJ010000036.1
arabidopsis_suecica	JAEFBJ010000037.1
arabidopsis_suecica	JAEFBJ010000038.1
arabidopsis_suecica	JAEFBJ010000039.1
arabidopsis_suecica	JAEFBJ010000040.1
arabidopsis_suecica	JAEFBJ010000041.1
arabidopsis_suecica	JAEFBJ010000042.1
arabidopsis_suecica	JAEFBJ010000044.1
arabidopsis_suecica	JAEFBJ010000046.1
arabidopsis_suecica	JAEFBJ010000047.1
arabidopsis_suecica	JAEFBJ010000050.1
arabidopsis_suecica	JAEFBJ010000051.1
arabidopsis_suecica	JAEFBJ010000054.1
arabidopsis_suecica	JAEFBJ010000055.1
arabidopsis_suecica	JAEFBJ010000057.1
arabidopsis_suecica	JAEFBJ010000058.1
arabidopsis_suecica	JAEFBJ010000059.1
arabidopsis_suecica	JAEFBJ010000060.1
arabidopsis_suecica	JAEFBJ010000061.1
arabidopsis_suecica	JAEFBJ010000062.1
arabidopsis_suecica	JAEFBJ010000063.1
arabidopsis_suecica	JAEFBJ010000064.1
arabidopsis_suecica	JAEFBJ010000065.1
arabidopsis_suecica	JAEFBJ010000066.1
arabidopsis_suecica	JAEFBJ010000069.1
arabidopsis_suecica	JAEFBJ010000070.1
arabidopsis_suecica	JAEFBJ010000071.1
arabidopsis_suecica	JAEFBJ010000072.1
arabidopsis_suecica	JAEFBJ010000073.1
arabidopsis_suecica	JAEFBJ010000074.1
arabidopsis_suecica	JAEFBJ010000075.1
arabidopsis_suecica	JAEFBJ010000078.1
arabidopsis_suecica	JAEFBJ010000079.1
arabidopsis_suecica	JAEFBJ010000080.1
arabidopsis_suecica	JAEFBJ010000082.1
arabidopsis_suecica	JAEFBJ010000083.1
arabidopsis_suecica	JAEFBJ010000084.1
arabidopsis_suecica	JAEFBJ010000087.1
arabidopsis_suecica	JAEFBJ010000089.1
arabidopsis_suecica	JAEFBJ010000090.1
arabidopsis_suecica	JAEFBJ010000092.1
arabidopsis_suecica	JAEFBJ010000093.1
arabidopsis_suecica	JAEFBJ010000095.1
arabidopsis_suecica	JAEFBJ010000096.1
arabidopsis_suecica	JAEFBJ010000097.1
arabidopsis_suecica	JAEFBJ010000098.1
arabidopsis_suecica	JAEFBJ010000100.1
arabidopsis_suecica	JAEFBJ010000101.1
arabidopsis_suecica	JAEFBJ010000102.1
arabidopsis_suecica	JAEFBJ010000104.1
arabidopsis_suecica	JAEFBJ010000105.1
arabidopsis_suecica	JAEFBJ010000107.1
arabidopsis_suecica	JAEFBJ010000108.1
arabidopsis_suecica	JAEFBJ010000109.1
arabidopsis_suecica	JAEFBJ010000110.1
arabidopsis_suecica	JAEFBJ010000111.1
arabidopsis_suecica	JAEFBJ010000112.1
arabidopsis_suecica	JAEFBJ010000113.1
arabidopsis_suecica	JAEFBJ010000114.1
arabidopsis_suecica	JAEFBJ010000115.1
arabidopsis_suecica	JAEFBJ010000116.1
arabidopsis_suecica	JAEFBJ010000117.1
arabidopsis_suecica	JAEFBJ010000118.1
arabidopsis_suecica	JAEFBJ010000119.1
arabidopsis_suecica	JAEFBJ010000120.1
arabidopsis_suecica	JAEFBJ010000122.1
arabidopsis_suecica	JAEFBJ010000123.1
arabidopsis_suecica	JAEFBJ010000124.1
arabidopsis_suecica	JAEFBJ010000127.1
arabidopsis_suecica	JAEFBJ010000129.1
arabidopsis_suecica	JAEFBJ010000130.1
arabidopsis_suecica	JAEFBJ010000131.1
arabidopsis_suecica	JAEFBJ010000133.1
arabidopsis_suecica	JAEFBJ010000134.1
arabidopsis_suecica	JAEFBJ010000135.1
arabidopsis_suecica	JAEFBJ010000136.1
arabidopsis_suecica	JAEFBJ010000137.1
arabidopsis_suecica	JAEFBJ010000138.1
arabidopsis_suecica	JAEFBJ010000141.1
arabidopsis_suecica	JAEFBJ010000142.1
arabidopsis_suecica	JAEFBJ010000143.1
arabidopsis_suecica	JAEFBJ010000144.1
arabidopsis_suecica	JAEFBJ010000146.1
arabidopsis_suecica	JAEFBJ010000147.1
arabidopsis_suecica	JAEFBJ010000150.1
arabidopsis_suecica	JAEFBJ010000151.1
arabidopsis_suecica	JAEFBJ010000153.1
arabidopsis_suecica	JAEFBJ010000154.1
arabidopsis_suecica	JAEFBJ010000155.1
arabidopsis_suecica	JAEFBJ010000156.1
arabidopsis_suecica	JAEFBJ010000159.1
arabidopsis_suecica	JAEFBJ010000161.1
arabidopsis_suecica	JAEFBJ010000162.1
arabidopsis_suecica	JAEFBJ010000163.1
arabidopsis_suecica	JAEFBJ010000164.1
arabidopsis_suecica	JAEFBJ010000165.1
arabidopsis_suecica	JAEFBJ010000166.1
arabidopsis_suecica	JAEFBJ010000170.1
arabidopsis_suecica	JAEFBJ010000171.1
arabidopsis_suecica	JAEFBJ010000173.1
arabidopsis_suecica	JAEFBJ010000174.1
arabidopsis_suecica	JAEFBJ010000175.1
arabidopsis_suecica	JAEFBJ010000176.1
arabidopsis_suecica	JAEFBJ010000177.1
arabidopsis_suecica	JAEFBJ010000178.1
arabidopsis_suecica	JAEFBJ010000180.1
arabidopsis_suecica	JAEFBJ010000182.1
arabidopsis_suecica	JAEFBJ010000183.1
arabidopsis_suecica	JAEFBJ010000184.1
arabidopsis_suecica	JAEFBJ010000185.1
arabidopsis_suecica	JAEFBJ010000186.1
arabidopsis_suecica	JAEFBJ010000190.1
arabidopsis_suecica	JAEFBJ010000191.1
arabidopsis_suecica	JAEFBJ010000193.1
arabidopsis_suecica	JAEFBJ010000201.1
arabidopsis_suecica	JAEFBJ010000202.1
arabidopsis_suecica	JAEFBJ010000204.1
arabidopsis_suecica	JAEFBJ010000205.1
arabidopsis_suecica	JAEFBJ010000206.1
arabidopsis_suecica	JAEFBJ010000207.1
arabidopsis_suecica	JAEFBJ010000209.1
arabidopsis_suecica	JAEFBJ010000210.1
arabidopsis_suecica	JAEFBJ010000211.1
arabidopsis_suecica	JAEFBJ010000212.1
arabidopsis_suecica	JAEFBJ010000213.1
arabidopsis_suecica	JAEFBJ010000215.1
arabidopsis_suecica	JAEFBJ010000220.1
arabidopsis_suecica	JAEFBJ010000221.1
arabidopsis_suecica	JAEFBJ010000226.1
arabidopsis_suecica	JAEFBJ010000228.1
arabidopsis_suecica	JAEFBJ010000230.1
arabidopsis_suecica	JAEFBJ010000231.1
arabidopsis_suecica	JAEFBJ010000234.1
arabidopsis_suecica	JAEFBJ010000235.1
arabidopsis_suecica	JAEFBJ010000237.1
arabidopsis_suecica	JAEFBJ010000238.1
arabidopsis_suecica	JAEFBJ010000239.1
arabidopsis_suecica	JAEFBJ010000241.1
arabidopsis_suecica	JAEFBJ010000243.1
arabidopsis_suecica	JAEFBJ010000245.1
arabidopsis_suecica	JAEFBJ010000246.1
arabidopsis_suecica	JAEFBJ010000250.1
arabidopsis_suecica	JAEFBJ010000252.1
arabidopsis_suecica	JAEFBJ010000253.1
arabidopsis_suecica	JAEFBJ010000254.1
arabidopsis_suecica	JAEFBJ010000255.1
arabidopsis_suecica	JAEFBJ010000256.1
arabidopsis_suecica	JAEFBJ010000257.1
arabidopsis_suecica	JAEFBJ010000260.1
arabidopsis_suecica	JAEFBJ010000261.1
arabidopsis_suecica	JAEFBJ010000262.1
arabidopsis_suecica	JAEFBJ010000263.1
arabidopsis_suecica	JAEFBJ010000264.1
arabidopsis_suecica	JAEFBJ010000265.1
arabidopsis_suecica	JAEFBJ010000266.1
arabidopsis_suecica	JAEFBJ010000267.1
arabidopsis_suecica	JAEFBJ010000268.1
arabidopsis_suecica	JAEFBJ010000269.1
arabidopsis_thaliana	Chr1
arabidopsis_thaliana	Chr2
arabidopsis_thaliana	Chr3
arabidopsis_thaliana	Chr4
arabidopsis_thaliana	Chr5
arabidopsis_thaliana	ChrC
arabidopsis_thaliana	ChrM
arabis_alpina	1
arabis_alpina	2
arabis_alpina	3
arabis_alpina	4
arabis_alpina	5
arabis_alpina	6
arabis_alpina	7
arabis_alpina	8
arabis_nemorensis	CABITT030000001.1
arabis_nemorensis	CABITT030000002.1
arabis_nemorensis	CABITT030000003.1
arabis_nemorensis	CABITT030000004.1
arabis_nemorensis	CABITT030000005.1
arabis_nemorensis	CABITT030000006.1
arabis_nemorensis	CABITT030000007.1
arabis_nemorensis	CABITT030000008.1
boechera_stricta	Scaffold10012
boechera_stricta	Scaffold10040
boechera_stricta	Scaffold10058
boechera_stricta	Scaffold10064
boechera_stricta	Scaffold10089
boechera_stricta	Scaffold10094
boechera_stricta	Scaffold10149
boechera_stricta	Scaffold10180
boechera_stricta	Scaffold10199
boechera_stricta	Scaffold1022
boechera_stricta	Scaffold1025
boechera_stricta	Scaffold10267
boechera_stricta	Scaffold10273
boechera_stricta	Scaffold10303
boechera_stricta	Scaffold10308
boechera_stricta	Scaffold10323
boechera_stricta	Scaffold10371
boechera_stricta	Scaffold10373
boechera_stricta	Scaffold10399
boechera_stricta	Scaffold1040
boechera_stricta	Scaffold10479
boechera_stricta	Scaffold10510
boechera_stricta	Scaffold10542
boechera_stricta	Scaffold10558
boechera_stricta	Scaffold10638
boechera_stricta	Scaffold10689
boechera_stricta	Scaffold10720
boechera_stricta	Scaffold10781
boechera_stricta	Scaffold10833
boechera_stricta	Scaffold10846
boechera_stricta	Scaffold10852
boechera_stricta	Scaffold10861
boechera_stricta	Scaffold10875
boechera_stricta	Scaffold10955
boechera_stricta	Scaffold10975
boechera_stricta	Scaffold10998
boechera_stricta	Scaffold11008
boechera_stricta	Scaffold11034
boechera_stricta	Scaffold11052
boechera_stricta	Scaffold11056
boechera_stricta	Scaffold11064
boechera_stricta	Scaffold1109
boechera_stricta	Scaffold11159
boechera_stricta	Scaffold11175
boechera_stricta	Scaffold11200
boechera_stricta	Scaffold11214
boechera_stricta	Scaffold11217
boechera_stricta	Scaffold11223
boechera_stricta	Scaffold11258
boechera_stricta	Scaffold11352
boechera_stricta	Scaffold11366
boechera_stricta	Scaffold11387
boechera_stricta	Scaffold11450
boechera_stricta	Scaffold11488
boechera_stricta	Scaffold1153
boechera_stricta	Scaffold11568
boechera_stricta	Scaffold11585
boechera_stricta	Scaffold116
boechera_stricta	Scaffold11638
boechera_stricta	Scaffold11654
boechera_stricta	Scaffold1166
boechera_stricta	Scaffold11711
boechera_stricta	Scaffold11774
boechera_stricta	Scaffold11781
boechera_stricta	Scaffold11793
boechera_stricta	Scaffold11797
boechera_stricta	Scaffold11813
boechera_stricta	Scaffold11903
boechera_stricta	Scaffold11916
boechera_stricta	Scaffold11928
boechera_stricta	Scaffold11998
boechera_stricta	Scaffold12092
boechera_stricta	Scaffold12117
